id,Length,Height,Whole weight,Sex_I,Sex_M,DimensionsCluster,Rings
77764,0.575,0.15,1.0305,0,0,0,10
77765,0.515,0.13,0.817,1,0,0,8
77766,0.41,0.12,0.3245,0,1,1,9
77767,0.485,0.13,0.5965,1,0,1,8
77768,0.485,0.125,0.5515,1,0,1,8
77769,0.5,0.12,0.5995,1,0,0,9
77770,0.605,0.175,1.145,0,0,0,13
77771,0.68,0.18,1.3415,0,0,2,12
77772,0.535,0.14,0.6595,0,0,0,10
77773,0.445,0.095,0.358,1,0,1,8
77774,0.615,0.165,1.0565,0,1,0,10
77775,0.255,0.06,0.0865,1,0,1,6
77776,0.595,0.165,1.0835,0,1,0,10
77777,0.22,0.055,0.0595,1,0,1,5
77778,0.495,0.125,0.6275,0,1,0,8
77779,0.545,0.125,0.6975,0,0,0,8
77780,0.5,0.14,0.6335,0,0,0,8
77781,0.57,0.13,0.868,0,0,0,9
77782,0.385,0.09,0.2965,0,0,1,7
77783,0.57,0.145,0.972,0,1,0,8
77784,0.32,0.07,0.1695,1,0,1,7
77785,0.54,0.175,0.776,0,0,0,8
77786,0.595,0.19,1.093,0,1,0,18
77787,0.52,0.13,0.6075,1,0,0,9
77788,0.62,0.16,1.0715,0,1,0,9
77789,0.575,0.17,0.955,0,0,0,10
77790,0.385,0.095,0.251,1,0,1,7
77791,0.575,0.155,1.0265,0,1,0,10
77792,0.495,0.1,0.4355,1,0,1,8
77793,0.6,0.195,1.12,0,0,0,15
77794,0.295,0.07,0.1385,1,0,1,6
77795,0.58,0.17,1.09,0,1,0,13
77796,0.635,0.155,1.3105,0,0,2,10
77797,0.23,0.045,0.0525,1,0,1,4
77798,0.595,0.17,1.088,0,0,0,11
77799,0.465,0.14,0.569,1,0,1,9
77800,0.46,0.11,0.4565,1,0,1,8
77801,0.46,0.105,0.47,0,1,1,9
77802,0.63,0.16,1.1345,0,1,0,9
77803,0.715,0.185,1.6645,0,1,2,10
77804,0.425,0.1,0.406,0,1,1,8
77805,0.66,0.17,1.463,0,0,2,11
77806,0.29,0.075,0.1375,1,0,1,6
77807,0.6,0.195,1.0265,0,0,0,11
77808,0.45,0.115,0.4765,0,1,1,6
77809,0.65,0.155,1.217,0,1,2,10
77810,0.48,0.135,0.624,0,1,0,14
77811,0.465,0.125,0.47,1,0,1,7
77812,0.585,0.17,1.0815,0,1,0,10
77813,0.73,0.185,1.8795,0,1,2,10
77814,0.505,0.135,0.6615,0,0,0,9
77815,0.64,0.18,1.3135,0,1,2,11
77816,0.6,0.15,1.1155,0,1,0,15
77817,0.68,0.175,1.6275,0,0,2,10
77818,0.58,0.145,1.0475,0,1,0,10
77819,0.62,0.165,1.2965,0,0,2,9
77820,0.57,0.165,0.879,0,1,0,8
77821,0.605,0.15,0.8895,1,0,0,9
77822,0.61,0.155,1.053,0,0,0,9
77823,0.43,0.13,0.406,0,0,1,9
77824,0.68,0.195,1.5165,0,0,2,11
77825,0.575,0.16,0.93,0,1,0,11
77826,0.475,0.125,0.583,1,0,1,8
77827,0.56,0.175,0.871,0,1,0,15
77828,0.65,0.175,1.415,0,0,2,10
77829,0.475,0.11,0.494,1,0,1,9
77830,0.66,0.195,1.7005,0,1,2,13
77831,0.595,0.175,1.071,0,0,0,14
77832,0.555,0.135,0.7395,0,0,0,8
77833,0.435,0.11,0.4075,1,0,1,7
77834,0.52,0.135,0.7395,0,0,0,12
77835,0.535,0.18,0.6885,0,0,0,18
77836,0.485,0.115,0.5825,1,0,1,9
77837,0.355,0.095,0.213,0,1,1,9
77838,0.47,0.13,0.4625,0,1,1,12
77839,0.315,0.085,0.149,0,1,1,7
77840,0.315,0.065,0.134,1,0,1,5
77841,0.385,0.09,0.251,1,0,1,6
77842,0.5,0.125,0.6765,0,1,0,12
77843,0.535,0.155,0.907,0,1,0,9
77844,0.565,0.145,0.8935,0,1,0,10
77845,0.635,0.165,1.3315,0,0,2,9
77846,0.54,0.14,0.8175,0,1,0,8
77847,0.65,0.175,1.3695,0,0,2,14
77848,0.615,0.155,0.929,0,1,0,10
77849,0.435,0.11,0.3185,1,0,1,7
77850,0.505,0.145,0.674,1,0,0,8
77851,0.67,0.195,1.6275,0,1,2,11
77852,0.555,0.14,0.772,0,0,0,8
77853,0.35,0.085,0.1735,1,0,1,5
77854,0.44,0.11,0.4285,0,1,1,10
77855,0.49,0.135,0.5555,0,1,1,8
77856,0.315,0.075,0.1325,1,0,1,7
77857,0.58,0.145,0.888,0,1,0,9
77858,0.66,0.195,1.676,0,0,2,11
77859,0.31,0.075,0.1485,1,0,1,6
77860,0.545,0.14,0.8195,0,0,0,9
77861,0.575,0.15,0.9475,0,0,0,9
77862,0.65,0.155,1.3435,0,0,2,9
77863,0.28,0.075,0.1065,1,0,1,5
77864,0.3,0.075,0.1265,1,0,1,5
77865,0.565,0.14,0.784,0,0,0,8
77866,0.66,0.175,1.3405,0,0,2,11
77867,0.67,0.165,1.403,0,1,2,9
77868,0.6,0.145,1.0485,0,1,0,17
77869,0.49,0.13,0.6885,0,1,0,8
77870,0.4,0.095,0.276,1,0,1,6
77871,0.505,0.16,0.9655,0,0,0,9
77872,0.59,0.19,1.0725,0,0,0,10
77873,0.55,0.14,0.7285,1,0,0,9
77874,0.585,0.145,0.907,0,1,0,9
77875,0.6,0.155,1.133,0,1,0,13
77876,0.58,0.165,0.9275,1,0,0,12
77877,0.56,0.13,0.8395,0,1,0,9
77878,0.41,0.1,0.355,1,0,1,7
77879,0.615,0.17,1.2315,0,1,2,11
77880,0.655,0.19,1.528,0,0,2,11
77881,0.51,0.13,0.699,0,1,0,10
77882,0.595,0.145,0.95,0,1,0,15
77883,0.505,0.155,0.762,0,1,0,11
77884,0.37,0.085,0.215,1,0,1,6
77885,0.275,0.07,0.1065,1,0,1,7
77886,0.525,0.135,0.6975,0,1,0,14
77887,0.485,0.105,0.635,1,0,0,8
77888,0.385,0.095,0.2865,1,0,1,7
77889,0.435,0.1,0.3295,1,0,1,7
77890,0.235,0.055,0.0625,1,0,1,5
77891,0.21,0.045,0.0515,1,0,1,5
77892,0.52,0.14,0.6595,0,0,0,9
77893,0.2,0.05,0.038,1,0,1,4
77894,0.69,0.19,1.4485,0,0,2,11
77895,0.53,0.135,0.853,0,0,0,8
77896,0.6,0.145,1.0465,0,1,0,14
77897,0.375,0.075,0.22,1,0,1,8
77898,0.375,0.08,0.2745,1,0,1,6
77899,0.6,0.155,1.1445,0,1,0,10
77900,0.465,0.115,0.5095,1,0,1,9
77901,0.615,0.185,1.0105,0,0,0,10
77902,0.41,0.11,0.3045,1,0,1,8
77903,0.55,0.135,0.8115,0,0,0,9
77904,0.47,0.115,0.4705,1,0,1,8
77905,0.41,0.1,0.3695,1,0,1,8
77906,0.58,0.16,1.2315,0,1,2,10
77907,0.39,0.085,0.279,1,0,1,7
77908,0.6,0.175,1.1135,0,0,0,12
77909,0.515,0.155,0.7715,0,0,0,10
77910,0.55,0.14,0.813,0,1,0,15
77911,0.52,0.14,0.745,1,0,0,9
77912,0.335,0.09,0.18,0,1,1,14
77913,0.565,0.13,0.867,0,1,0,9
77914,0.355,0.09,0.2405,1,0,1,8
77915,0.5,0.13,0.5415,0,1,1,10
77916,0.475,0.145,0.5175,0,0,1,7
77917,0.57,0.16,0.7855,0,1,0,13
77918,0.615,0.155,0.8735,0,1,0,10
77919,0.635,0.18,1.2515,0,0,2,9
77920,0.67,0.175,1.385,0,1,2,10
77921,0.495,0.14,0.7105,1,0,0,9
77922,0.42,0.1,0.2895,1,0,1,8
77923,0.58,0.175,1.096,0,1,0,16
77924,0.405,0.09,0.2605,1,0,1,7
77925,0.315,0.075,0.1455,1,0,1,5
77926,0.585,0.165,0.9265,0,0,0,9
77927,0.225,0.05,0.0545,0,1,1,4
77928,0.505,0.125,0.6175,1,0,0,9
77929,0.43,0.11,0.438,1,0,1,9
77930,0.71,0.185,2.173,0,1,2,10
77931,0.335,0.085,0.197,1,0,1,7
77932,0.33,0.08,0.1475,1,0,1,5
77933,0.49,0.125,0.5945,1,0,1,9
77934,0.6,0.16,1.0045,0,1,0,9
77935,0.605,0.155,1.0565,0,0,0,12
77936,0.525,0.155,0.849,0,0,0,10
77937,0.32,0.085,0.1715,1,0,1,5
77938,0.68,0.155,1.494,0,1,2,22
77939,0.585,0.16,1.0515,0,0,0,10
77940,0.23,0.05,0.0545,1,0,1,5
77941,0.635,0.175,1.2635,0,0,2,11
77942,0.415,0.1,0.2755,1,0,1,7
77943,0.575,0.145,0.8605,1,0,0,9
77944,0.5,0.15,0.6255,0,0,0,12
77945,0.29,0.07,0.1065,1,0,1,5
77946,0.62,0.15,1.096,0,1,0,10
77947,0.595,0.135,0.9685,0,1,0,11
77948,0.37,0.1,0.2575,1,0,1,7
77949,0.505,0.125,0.5605,1,0,1,9
77950,0.51,0.12,0.5975,0,0,0,11
77951,0.435,0.1,0.411,1,0,1,7
77952,0.505,0.14,0.66,0,1,0,14
77953,0.565,0.16,1.145,0,1,0,8
77954,0.55,0.13,0.7665,0,1,0,9
77955,0.58,0.185,0.8395,0,0,0,19
77956,0.475,0.125,0.4355,1,0,1,7
77957,0.72,0.21,2.1,0,0,2,11
77958,0.635,0.185,1.5395,0,1,2,10
77959,0.59,0.16,0.964,1,0,0,8
77960,0.24,0.045,0.0385,1,0,1,4
77961,0.67,0.175,1.539,0,1,2,10
77962,0.57,0.12,0.7555,1,0,0,11
77963,0.33,0.075,0.1545,1,0,1,7
77964,0.575,0.155,1.005,0,1,0,10
77965,0.385,0.095,0.241,1,0,1,6
77966,0.55,0.125,0.8115,0,1,0,9
77967,0.4,0.095,0.284,1,0,1,8
77968,0.56,0.15,0.879,0,1,0,8
77969,0.34,0.085,0.1965,1,0,1,7
77970,0.67,0.205,1.4385,0,0,2,14
77971,0.6,0.175,1.133,0,1,0,9
77972,0.685,0.2,1.527,0,1,2,12
77973,0.53,0.135,0.7585,0,1,0,11
77974,0.595,0.15,1.0345,0,1,0,11
77975,0.645,0.16,1.1845,0,0,0,9
77976,0.43,0.1,0.3645,1,0,1,7
77977,0.25,0.065,0.064,1,0,1,5
77978,0.48,0.105,0.4155,0,1,1,8
77979,0.56,0.12,1.077,0,0,0,15
77980,0.48,0.135,0.5825,1,0,1,9
77981,0.55,0.155,0.772,0,1,0,8
77982,0.575,0.16,0.9685,0,0,0,12
77983,0.7,0.17,2.13,0,1,2,20
77984,0.435,0.105,0.418,1,0,1,6
77985,0.53,0.15,0.6645,1,0,0,11
77986,0.465,0.105,0.4675,1,0,1,8
77987,0.305,0.075,0.1405,1,0,1,6
77988,0.255,0.07,0.073,1,0,1,5
77989,0.275,0.07,0.106,1,0,1,5
77990,0.59,0.135,0.974,1,0,0,8
77991,0.54,0.14,0.7385,0,1,0,8
77992,0.53,0.165,0.8215,0,0,0,19
77993,0.47,0.105,0.4615,1,0,1,7
77994,0.55,0.175,1.146,1,0,0,17
77995,0.575,0.145,0.871,0,0,0,8
77996,0.6,0.175,1.0985,0,0,0,12
77997,0.405,0.113,0.317,0,0,1,9
77998,0.58,0.135,0.852,0,1,0,9
77999,0.7,0.18,1.931,0,0,2,10
78000,0.57,0.15,1.0615,0,1,0,9
78001,0.335,0.09,0.175,1,0,1,8
78002,0.595,0.17,1.1125,0,0,0,13
78003,0.475,0.125,0.4865,1,0,1,7
78004,0.505,0.13,0.654,1,0,0,9
78005,0.425,0.11,0.4335,0,1,1,7
78006,0.605,0.15,1.124,0,1,0,9
78007,0.67,0.19,1.491,0,1,2,10
78008,0.685,0.17,1.5655,0,1,2,10
78009,0.535,0.16,0.895,0,1,0,16
78010,0.605,0.16,1.1325,0,0,0,9
78011,0.475,0.13,0.547,0,1,1,10
78012,0.595,0.15,1.047,0,1,0,10
78013,0.545,0.145,0.873,0,1,0,9
78014,0.525,0.19,0.8875,0,1,0,9
78015,0.495,0.125,0.6775,0,1,0,9
78016,0.615,0.155,1.3305,0,0,2,10
78017,0.475,0.135,0.4475,0,1,1,8
78018,0.35,0.08,0.1755,1,0,1,6
78019,0.53,0.155,0.879,0,1,0,11
78020,0.525,0.12,0.606,1,0,0,9
78021,0.655,0.175,1.5535,0,0,2,11
78022,0.605,0.18,1.2105,0,1,2,13
78023,0.625,0.15,1.1415,0,1,0,11
78024,0.425,0.1,0.3505,1,0,1,7
78025,0.525,0.135,0.66,0,0,0,12
78026,0.535,0.16,0.8645,0,1,0,16
78027,0.58,0.14,0.836,0,0,0,13
78028,0.48,0.115,0.5805,0,1,1,8
78029,0.53,0.125,0.6755,1,0,0,8
78030,0.275,0.06,0.109,1,0,1,6
78031,0.51,0.12,0.578,0,0,1,7
78032,0.595,0.155,1.0325,1,0,0,13
78033,0.575,0.16,0.7995,0,0,0,9
78034,0.55,0.135,0.7385,0,0,0,14
78035,0.595,0.16,1.0465,0,1,0,10
78036,0.525,0.185,0.7995,0,1,0,13
78037,0.45,0.105,0.4925,1,0,1,7
78038,0.47,0.12,0.474,0,0,1,10
78039,0.335,0.065,0.1405,1,0,1,6
78040,0.35,0.075,0.18,0,1,1,6
78041,0.425,0.135,0.382,0,0,1,7
78042,0.46,0.105,0.4715,0,1,1,8
78043,0.68,0.215,1.741,0,1,2,14
78044,0.61,0.155,1.0035,0,0,0,10
78045,0.67,0.19,1.583,0,0,2,13
78046,0.47,0.115,0.5205,0,0,1,11
78047,0.505,0.12,0.6175,1,0,0,9
78048,0.53,0.135,0.7605,1,0,0,8
78049,0.51,0.14,0.7115,1,0,0,8
78050,0.575,0.145,0.849,0,1,0,10
78051,0.55,0.18,0.8685,0,1,0,22
78052,0.565,0.165,1.066,0,0,0,14
78053,0.6,0.15,0.9705,0,0,0,9
78054,0.585,0.145,1.054,0,1,0,9
78055,0.525,0.135,0.654,1,0,0,8
78056,0.505,0.125,0.5835,0,1,1,9
78057,0.46,0.11,0.366,1,0,1,8
78058,0.645,0.2,1.8995,0,1,2,15
78059,0.55,0.14,0.8675,0,1,0,10
78060,0.335,0.09,0.183,1,0,1,6
78061,0.47,0.13,0.5665,1,0,1,8
78062,0.55,0.14,0.858,0,0,0,13
78063,0.58,0.13,0.8665,1,0,0,9
78064,0.57,0.145,0.8965,1,0,0,10
78065,0.415,0.095,0.3215,1,0,1,7
78066,0.48,0.12,0.5265,1,0,1,9
78067,0.645,0.175,1.2415,0,0,2,9
78068,0.45,0.105,0.4435,1,0,1,8
78069,0.525,0.16,0.7905,0,1,0,9
78070,0.575,0.15,1.0405,0,0,0,9
78071,0.355,0.1,0.22,1,0,1,6
78072,0.56,0.15,0.907,0,0,0,10
78073,0.455,0.11,0.4195,1,0,1,7
78074,0.53,0.205,0.835,0,1,0,10
78075,0.7,0.215,1.751,0,0,2,16
78076,0.52,0.145,0.5925,0,1,0,13
78077,0.48,0.105,0.486,1,0,1,8
78078,0.515,0.12,0.6355,1,0,0,8
78079,0.605,0.145,1.136,0,0,0,13
78080,0.445,0.115,0.4025,0,1,1,11
78081,0.445,0.1,0.4565,1,0,1,8
78082,0.415,0.09,0.3335,0,0,1,8
78083,0.595,0.18,1.0265,0,0,0,15
78084,0.565,0.14,0.873,0,0,0,9
78085,0.67,0.19,1.539,0,0,2,9
78086,0.315,0.06,0.1515,1,0,1,8
78087,0.565,0.145,0.8145,0,1,0,10
78088,0.585,0.16,1.1115,0,0,0,9
78089,0.47,0.115,0.4995,1,0,1,8
78090,0.39,0.1,0.2665,1,0,1,7
78091,0.32,0.095,0.1755,1,0,1,6
78092,0.485,0.12,0.597,0,1,1,9
78093,0.565,0.15,0.983,0,0,0,14
78094,0.645,0.175,1.2435,0,0,2,10
78095,0.67,0.2,1.494,0,0,2,13
78096,0.385,0.095,0.2725,0,0,1,10
78097,0.445,0.09,0.339,1,0,1,7
78098,0.515,0.13,0.636,0,1,0,7
78099,0.595,0.15,1.0045,0,1,0,11
78100,0.67,0.175,1.566,0,0,2,11
78101,0.595,0.12,0.913,0,1,0,15
78102,0.485,0.195,0.8465,0,1,0,20
78103,0.61,0.155,1.0805,0,1,0,10
78104,0.575,0.16,1.041,0,1,0,16
78105,0.245,0.065,0.071,1,0,1,5
78106,0.585,0.165,0.9885,0,1,0,11
78107,0.575,0.135,0.8565,0,0,0,11
78108,0.51,0.125,0.7405,0,1,0,9
78109,0.47,0.135,0.514,1,0,1,14
78110,0.36,0.085,0.2255,0,1,1,7
78111,0.515,0.135,0.5565,0,1,1,12
78112,0.56,0.165,0.879,0,1,0,9
78113,0.465,0.115,0.393,1,0,1,8
78114,0.37,0.1,0.2565,1,0,1,6
78115,0.375,0.085,0.2715,1,0,1,6
78116,0.4,0.11,0.3215,1,0,1,7
78117,0.385,0.095,0.253,1,0,1,8
78118,0.21,0.08,0.0515,1,0,1,5
78119,0.605,0.18,1.233,0,1,2,14
78120,0.2,0.06,0.0545,0,1,1,5
78121,0.5,0.135,0.6445,0,0,0,13
78122,0.645,0.175,1.3905,0,1,2,10
78123,0.5,0.13,0.6155,1,0,0,13
78124,0.55,0.15,0.8565,0,1,0,12
78125,0.415,0.1,0.2865,1,0,1,6
78126,0.33,0.075,0.1785,1,0,1,7
78127,0.565,0.155,1.217,0,1,2,13
78128,0.66,0.195,1.4235,0,0,2,11
78129,0.55,0.15,0.806,0,1,0,10
78130,0.64,0.17,1.2525,0,1,2,11
78131,0.67,0.175,1.4595,0,0,2,11
78132,0.55,0.155,0.873,0,0,0,12
78133,0.455,0.08,0.452,1,0,1,8
78134,0.57,0.14,0.753,1,0,0,10
78135,0.575,0.12,0.9455,0,1,0,10
78136,0.495,0.14,0.4475,0,1,1,14
78137,0.58,0.15,1.0475,0,0,0,9
78138,0.55,0.125,0.717,1,0,0,8
78139,0.645,0.17,1.2915,0,1,2,13
78140,0.615,0.19,1.2565,0,0,2,17
78141,0.51,0.135,0.6615,0,0,0,11
78142,0.53,0.13,0.6005,1,0,0,8
78143,0.535,0.145,0.8165,0,0,0,12
78144,0.54,0.135,0.619,1,0,0,8
78145,0.49,0.125,0.609,0,1,0,9
78146,0.32,0.085,0.2215,1,0,1,6
78147,0.545,0.145,0.769,0,0,0,9
78148,0.335,0.075,0.1425,1,0,1,6
78149,0.535,0.125,0.6885,0,1,0,9
78150,0.395,0.09,0.2725,1,0,1,9
78151,0.57,0.155,0.873,0,1,0,14
78152,0.475,0.13,0.48,0,1,1,10
78153,0.6,0.165,1.0285,0,0,0,9
78154,0.51,0.14,0.608,1,0,0,10
78155,0.51,0.135,0.6415,1,0,0,12
78156,0.35,0.075,0.1835,1,0,1,7
78157,0.475,0.125,0.531,0,1,1,9
78158,0.595,0.125,0.852,0,1,0,10
78159,0.355,0.09,0.3275,1,0,1,12
78160,0.295,0.075,0.1245,1,0,1,7
78161,0.565,0.135,0.832,0,0,0,9
78162,0.41,0.1,0.3195,1,0,1,8
78163,0.375,0.09,0.252,1,0,1,8
78164,0.315,0.08,0.127,1,0,1,6
78165,0.565,0.155,0.8395,0,1,0,11
78166,0.57,0.145,1.0325,0,1,0,10
78167,0.535,0.17,0.8745,0,0,0,19
78168,0.355,0.08,0.176,1,0,1,8
78169,0.515,0.155,0.7995,0,1,0,11
78170,0.72,0.205,1.6705,0,0,2,13
78171,0.695,0.235,1.4385,0,1,2,12
78172,0.335,0.095,0.1975,0,1,1,10
78173,0.605,0.15,1.1795,0,1,0,11
78174,0.435,0.105,0.3465,1,0,1,7
78175,0.575,0.145,0.98,0,1,0,9
78176,0.455,0.12,0.542,1,0,1,11
78177,0.645,0.17,1.4995,0,1,2,9
78178,0.655,0.16,1.262,0,1,2,13
78179,0.68,0.195,1.5175,0,0,2,12
78180,0.56,0.145,0.854,1,0,0,10
78181,0.595,0.145,1.0595,0,1,0,13
78182,0.255,0.07,0.0905,1,0,1,6
78183,0.625,0.15,1.0565,0,1,0,9
78184,0.55,0.14,0.806,0,0,0,9
78185,0.53,0.15,0.7405,0,0,0,12
78186,0.605,0.175,1.2275,0,0,2,15
78187,0.555,0.175,1.1785,1,0,0,16
78188,0.69,0.175,1.5395,0,0,2,9
78189,0.505,0.13,0.6175,1,0,0,9
78190,0.255,0.055,0.088,1,0,1,5
78191,0.595,0.135,1.0835,0,1,0,10
78192,0.75,0.195,1.907,0,0,2,14
78193,0.465,0.13,0.4235,0,1,1,13
78194,0.27,0.07,0.086,1,0,1,6
78195,0.43,0.105,0.4285,0,0,1,10
78196,0.57,0.14,0.873,0,0,0,12
78197,0.46,0.12,0.487,0,1,1,12
78198,0.565,0.125,0.7805,1,0,0,11
78199,0.355,0.12,0.271,1,0,1,7
78200,0.63,0.165,1.0485,0,0,0,9
78201,0.515,0.12,0.6295,1,0,0,8
78202,0.28,0.055,0.0855,1,0,1,5
78203,0.325,0.075,0.1495,1,0,1,5
78204,0.545,0.135,0.717,1,0,0,8
78205,0.38,0.115,0.27,0,1,1,9
78206,0.52,0.145,0.8495,0,0,0,13
78207,0.335,0.08,0.1685,1,0,1,3
78208,0.41,0.09,0.2885,1,0,1,8
78209,0.57,0.11,0.6085,1,0,0,9
78210,0.52,0.15,0.8275,0,0,0,13
78211,0.295,0.07,0.1165,1,0,1,5
78212,0.56,0.155,0.852,0,1,0,13
78213,0.3,0.07,0.1245,1,0,1,6
78214,0.47,0.125,0.5805,1,0,1,9
78215,0.355,0.095,0.2425,1,0,1,6
78216,0.435,0.105,0.396,1,0,1,7
78217,0.295,0.07,0.0955,1,0,1,5
78218,0.655,0.15,1.1645,0,0,0,9
78219,0.55,0.165,0.972,0,0,0,23
78220,0.505,0.125,0.5985,0,0,0,11
78221,0.31,0.065,0.152,0,1,1,8
78222,0.485,0.135,0.5185,0,1,1,13
78223,0.49,0.135,0.5565,0,1,1,9
78224,0.155,0.04,0.028,0,1,1,4
78225,0.595,0.155,1.056,0,1,0,11
78226,0.375,0.09,0.2785,1,0,1,7
78227,0.595,0.165,1.1435,0,0,0,12
78228,0.565,0.175,1.122,0,0,0,20
78229,0.685,0.19,1.7605,0,0,2,14
78230,0.645,0.18,1.2815,0,1,2,11
78231,0.44,0.1,0.4265,1,0,1,9
78232,0.31,0.075,0.1285,1,0,1,3
78233,0.425,0.095,0.3345,1,0,1,6
78234,0.575,0.145,0.8295,0,1,0,11
78235,0.55,0.19,1.145,0,1,0,13
78236,0.625,0.195,1.1185,0,0,0,18
78237,0.57,0.13,0.92,0,1,0,13
78238,0.575,0.155,0.9605,1,0,0,13
78239,0.275,0.085,0.0865,0,0,1,5
78240,0.52,0.11,0.6265,0,1,0,8
78241,0.545,0.14,0.5545,0,0,1,9
78242,0.575,0.145,0.99,0,1,0,11
78243,0.645,0.195,1.5075,0,1,2,15
78244,0.315,0.07,0.1485,1,0,1,7
78245,0.56,0.16,0.8655,0,1,0,10
78246,0.57,0.14,0.663,1,0,0,9
78247,0.24,0.065,0.06,1,0,1,4
78248,0.435,0.105,0.418,1,0,1,7
78249,0.51,0.14,0.651,1,0,0,8
78250,0.575,0.155,0.913,0,1,0,8
78251,0.355,0.085,0.2935,1,0,1,7
78252,0.485,0.125,0.594,1,0,1,8
78253,0.54,0.13,0.7605,0,1,0,12
78254,0.69,0.175,1.7405,0,1,2,20
78255,0.635,0.19,1.3795,0,0,2,17
78256,0.59,0.15,0.9795,0,1,0,10
78257,0.53,0.14,0.6245,0,0,0,8
78258,0.605,0.14,1.0835,0,1,0,9
78259,0.61,0.13,0.931,0,1,0,9
78260,0.61,0.13,1.1075,0,1,0,10
78261,0.39,0.095,0.2625,1,0,1,6
78262,0.55,0.165,0.874,0,1,0,10
78263,0.55,0.17,0.9155,0,1,0,10
78264,0.575,0.145,0.8495,0,1,0,8
78265,0.46,0.125,0.5095,1,0,1,9
78266,0.45,0.115,0.4775,1,0,1,8
78267,0.535,0.145,0.717,0,0,0,13
78268,0.525,0.155,0.927,0,1,0,13
78269,0.585,0.16,0.92,1,0,0,14
78270,0.555,0.14,0.944,1,0,0,16
78271,0.575,0.155,0.974,0,0,0,9
78272,0.55,0.135,0.9335,0,1,0,12
78273,0.59,0.155,1.015,0,1,0,8
78274,0.455,0.12,0.5705,0,1,1,7
78275,0.485,0.16,0.674,0,0,0,10
78276,0.35,0.095,0.1775,1,0,1,5
78277,0.58,0.14,0.928,1,0,0,9
78278,0.48,0.135,0.4975,1,0,1,9
78279,0.525,0.14,0.6385,1,0,0,9
78280,0.58,0.145,0.98,0,0,0,12
78281,0.57,0.155,0.8715,0,0,0,10
78282,0.435,0.105,0.4265,1,0,1,8
78283,0.55,0.135,0.9185,0,1,0,9
78284,0.66,0.16,1.3695,0,0,2,9
78285,0.54,0.145,0.7995,1,0,0,10
78286,0.455,0.115,0.4475,1,0,1,10
78287,0.615,0.15,1.027,1,0,0,9
78288,0.53,0.14,0.728,0,0,0,9
78289,0.42,0.1,0.3465,1,0,1,8
78290,0.59,0.135,0.9745,0,0,0,9
78291,0.65,0.165,1.255,0,1,2,9
78292,0.485,0.1,0.4775,1,0,1,8
78293,0.545,0.18,1.1135,0,0,0,12
78294,0.4,0.105,0.2775,1,0,1,8
78295,0.68,0.175,1.539,0,1,2,10
78296,0.57,0.16,0.9615,0,1,0,9
78297,0.635,0.19,1.146,0,0,0,17
78298,0.59,0.145,1.05,0,1,0,11
78299,0.475,0.105,0.515,0,0,1,12
78300,0.57,0.125,0.9775,0,1,0,11
78301,0.645,0.175,1.2915,0,1,2,9
78302,0.525,0.145,0.7915,1,0,0,10
78303,0.46,0.125,0.4995,1,0,1,8
78304,0.72,0.205,2.198,0,1,2,11
78305,0.695,0.165,1.7095,0,1,2,11
78306,0.67,0.185,1.463,0,0,2,11
78307,0.495,0.14,0.7615,0,1,0,12
78308,0.535,0.13,0.874,0,1,0,17
78309,0.41,0.1,0.3215,1,0,1,8
78310,0.59,0.155,0.974,0,1,0,11
78311,0.215,0.055,0.0635,1,0,1,5
78312,0.525,0.145,0.7665,0,1,0,10
78313,0.65,0.185,1.4415,0,1,2,11
78314,0.67,0.2,1.6185,0,1,2,11
78315,0.535,0.17,0.8645,0,0,0,10
78316,0.69,0.175,1.583,0,1,2,11
78317,0.65,0.18,1.514,0,0,2,16
78318,0.63,0.19,1.3415,0,0,2,12
78319,0.27,0.065,0.084,1,0,1,5
78320,0.29,0.07,0.1105,1,0,1,5
78321,0.445,0.12,0.4335,1,0,1,8
78322,0.58,0.175,1.007,0,1,0,15
78323,0.635,0.15,1.1665,0,1,0,10
78324,0.64,0.175,1.2895,0,1,2,13
78325,0.585,0.15,1.0045,0,0,0,9
78326,0.65,0.2,1.496,0,0,2,18
78327,0.485,0.125,0.5195,1,0,1,9
78328,0.66,0.175,1.32,0,0,2,11
78329,0.58,0.135,1.0015,0,0,0,11
78330,0.425,0.095,0.3515,1,0,1,8
78331,0.495,0.145,0.7115,0,0,0,15
78332,0.62,0.155,1.0385,0,0,0,9
78333,0.55,0.155,0.9155,0,1,0,8
78334,0.565,0.15,0.9265,0,1,0,10
78335,0.24,0.085,0.0635,1,0,1,6
78336,0.285,0.07,0.0985,1,0,1,5
78337,0.585,0.145,0.991,0,1,0,9
78338,0.315,0.07,0.1295,1,0,1,5
78339,0.6,0.13,1.1115,0,1,0,11
78340,0.53,0.125,0.7365,0,1,0,10
78341,0.565,0.15,0.86,0,1,0,10
78342,0.7,0.185,1.8075,0,1,2,13
78343,0.55,0.15,0.9685,0,1,0,9
78344,0.435,0.11,0.4005,1,0,1,7
78345,0.42,0.115,0.369,1,0,1,9
78346,0.535,0.13,0.6645,0,0,0,9
78347,0.25,0.06,0.0545,0,1,1,4
78348,0.58,0.195,1.067,0,0,0,18
78349,0.595,0.15,1.057,0,0,0,15
78350,0.535,0.13,0.6005,0,0,0,8
78351,0.35,0.085,0.2475,1,0,1,6
78352,0.62,0.15,1.12,0,1,0,11
78353,0.57,0.155,0.9885,0,1,0,9
